Job_Title,Queried_Salary,Job_Type,No_of_Skills,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Revenue,Company_Employees,Company_Industry,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,Revenue_low,Revenue_high
Principal Data Scientist,>160000,data_scientist,8,"ShareThis, Inc",,,7.0,CA,,,,1,0,1,0,0,0,0,1,1,1,,
Bioinformatics & Data Scientist,>160000,data_scientist,16,,,,,CA,,,,1,1,1,0,0,0,0,0,1,1,,
Senior Data Scientist,>160000,data_scientist,12,FireEye,70.0,3.700000047683716,3.0,CA,,"Less than 10,000",Internet and Software,1,0,1,1,1,0,0,1,0,1,,
Sr. Data Scientist,>160000,data_scientist,4,Plume,2.0,4.0,30.0,CA,,,,0,0,1,0,0,0,0,1,0,1,,
Senior Data Scientist,>160000,data_scientist,2,Cogitativo,,,30.0,CA,,,,1,0,0,1,0,0,0,0,0,0,,
Senior Data Scientist,>160000,data_scientist,12,Juvo,,,30.0,CA,,,,1,0,0,1,1,0,0,1,1,1,,
"Senior Data Scientist, Games Economy Optimization",>160000,data_scientist,7,Unity Technologies,13.0,4.099999904632568,14.0,CA,,"Less than 10,000",,1,0,1,0,0,0,0,1,0,1,,
Senior Data Scientist - Pre-Sales,>160000,data_scientist,10,Trace3,8.0,3.4000000953674316,30.0,CA,,,,1,1,1,0,1,0,0,0,0,1,,
Sr. Data Scientist,>160000,data_scientist,8,CRB Workforce LLC,,,13.0,CA,,,,1,0,1,1,0,0,0,1,0,1,,
Lead Data Scientist,>160000,data_scientist,5,,,,,CA,,,,1,0,1,1,0,0,1,0,0,1,,
"Research Scientist, Machine Learning",>160000,data_scientist,8,Pilot AI,,,21.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
"Director, Machine Learning (67810)",>160000,data_scientist,3,"Advanced Micro Devices, Inc.",401.0,3.799999952316284,30.0,CA,$5B to $10B (USD),"Less than 10,000",Computers and Electronics,0,0,1,0,0,0,0,0,0,1,$5B , $10B (USD)
Head of Machine Learning with HIGH GROWTH STARTUP,>160000,data_scientist,5,,,,,CA,,,,1,0,0,1,0,0,0,0,0,1,,
Head of Machine Learning with HIGH GROWTH STARTUP,>160000,data_scientist,5,,,,,CA,,,,1,0,0,1,0,0,0,0,0,1,,
Head of Machine Learning with HIGH GROWTH STARTUP,>160000,data_scientist,5,,,,,CA,,,,1,0,0,1,0,0,0,0,0,1,,
Head of Machine Learning with HIGH GROWTH STARTUP,>160000,data_scientist,5,,,,,CA,,,,1,0,0,1,0,0,0,0,0,1,,
Head of Machine Learning with HIGH GROWTH STARTUP,>160000,data_scientist,5,,,,,CA,,,,1,0,0,1,0,0,0,0,0,1,,
Machine Learning/ AI Software Jedi Needed,>160000,data_scientist,20,,,,,CA,,,,0,1,1,0,1,0,0,1,1,1,,
Director of Machine Learning,>160000,data_scientist,3,,,,,CA,,,,0,0,1,0,0,0,0,0,0,1,,
Machine Learning SW Program Manager - 69809,>160000,data_scientist,4,"Advanced Micro Devices, Inc.",401.0,3.799999952316284,27.0,CA,$5B to $10B (USD),"Less than 10,000",Computers and Electronics,0,0,1,0,0,0,0,0,0,1,$5B , $10B (USD)
Data Scientist - Decision Science Products,>160000,data_scientist,3,Lyft,1626.0,3.700000047683716,9.0,CA,,"Less than 10,000",Transport and Freight,1,1,1,0,0,0,0,0,0,0,,
ISV Technology Director - AI and ML - 67453,>160000,data_scientist,12,"Advanced Micro Devices, Inc.",401.0,3.799999952316284,30.0,CA,$5B to $10B (USD),"Less than 10,000",Computers and Electronics,1,0,1,0,0,0,0,0,0,1,$5B , $10B (USD)
Junior Data Analyst,<80000,data_analyst,1,ThirdLove,47.0,4.0,12.0,CA,,"Less than 10,000",Consumer Goods and Services,0,1,0,0,0,0,0,0,0,0,,
Research Data Analyst 2,<80000,data_analyst,3,UC DAVIS HEALTH SYSTEM,196.0,4.099999904632568,1.0,CA,,,Education and Schools,0,0,0,1,0,0,0,0,0,1,,
Loyalty Data Analyst,<80000,data_analyst,5,Safeway Corp.,190.0,3.5,5.0,CA,,,Retail,0,1,0,0,0,0,1,0,0,1,,
Junior Data Analyst,<80000,data_analyst,1,ThirdLove,47.0,4.0,30.0,CA,,"Less than 10,000",Consumer Goods and Services,0,1,0,0,0,0,0,0,0,0,,
Marketing Data Analyst,<80000,data_analyst,0,Kaiser Permanente,8164.0,4.199999809265137,14.0,CA,,"10,000+",Health Care,0,0,0,0,0,0,0,0,0,0,,
Space Data Analyst,<80000,data_analyst,0,JLL,1887.0,3.799999952316284,1.0,CA,,"10,000+",Real Estate,0,0,0,0,0,0,0,0,0,0,,
Data Analyst,<80000,data_analyst,3,Freedom Forever,26.0,3.5,21.0,CA,,,,0,0,0,0,0,0,0,0,0,1,,
Research Data Analyst 3,<80000,data_analyst,2,UC DAVIS HEALTH SYSTEM,196.0,4.099999904632568,1.0,CA,,,Education and Schools,0,0,1,1,0,0,0,0,0,0,,
Data Analyst,<80000,data_analyst,0,AVID CENTER STAFF,,,7.0,CA,,,,0,0,0,0,0,0,0,0,0,0,,
Data Analyst,<80000,data_analyst,3,ThirdLove,47.0,4.0,12.0,CA,,"Less than 10,000",Consumer Goods and Services,0,1,0,0,0,1,0,0,0,1,,
Data Analyst,<80000,data_analyst,3,Youth Policy Institute,108.0,4.0,4.0,CA,Less than $1B (USD),"Less than 10,000",Organization,0,0,0,1,0,1,0,0,0,1,Less than $1B (USD),
Data Analyst,<80000,data_analyst,0,Internet Brands,,,30.0,CA,,,,0,0,0,0,0,0,0,0,0,0,,
Business Data Analyst - Dodger Stadium,<80000,data_analyst,4,Levy,1511.0,3.9000000953674316,30.0,CA,,,"Restaurants, Travel and Leisure",0,1,0,1,0,1,0,0,0,1,,
Marketing Sr. Data Analyst,<80000,data_analyst,0,Kaiser Permanente,8164.0,4.199999809265137,14.0,CA,,"10,000+",Health Care,0,0,0,0,0,0,0,0,0,0,,
Research Data Analyst,<80000,data_analyst,0,University of California San Francisco,282.0,4.199999809265137,11.0,CA,,,Education and Schools,0,0,0,0,0,0,0,0,0,0,,
Data Analyst,<80000,data_analyst,0,Blade,20.0,5.0,12.0,CA,,,,0,0,0,0,0,0,0,0,0,0,,
Research Data Analyst,<80000,data_analyst,1,Stanford University,530.0,4.300000190734863,6.0,CA,,"Less than 10,000",Education and Schools,0,0,0,0,0,0,0,0,0,1,,
Data Analyst,<80000,data_analyst,6,23andMe,4.0,4.0,22.0,CA,,"Less than 10,000",Health Care,1,1,0,1,0,0,0,0,0,1,,
"Data Analyst, Client Intelligence",<80000,data_analyst,2,Lytx,9.0,3.799999952316284,7.0,CA,Less than $1B (USD),"Less than 10,000",Internet and Software,0,1,0,0,0,1,0,0,0,0,Less than $1B (USD),
Training Data Analyst,<80000,data_analyst,3,Southern California Edison,706.0,4.0,4.0,CA,,"10,000+",Energy and Utilities,0,0,0,0,0,0,0,0,0,1,,
"Data Analyst, Entry Level (Graduate Degree)",<80000,data_analyst,5,Paypal,988.0,3.9000000953674316,30.0,CA,$5B to $10B (USD),"10,000+",Banks and Financial Services,0,0,1,0,0,0,0,0,1,1,$5B , $10B (USD)
Data Analyst Intern,<80000,data_analyst,10,Sony Interactive Entertainment PlayStation,34.0,3.5999999046325684,4.0,CA,,,Computers and Electronics,1,1,0,1,0,1,0,0,0,1,,
Data Analyst,<80000,data_analyst,3,Mixbook,3.0,4.300000190734863,3.0,CA,,,,0,1,0,0,0,1,0,0,0,1,,
Data Analyst - eCommerce,<80000,data_analyst,3,The Wonderful Company LLC,19.0,3.2000000476837163,19.0,CA,$1B to $5B (USD),"Less than 10,000",Consumer Goods and Services,0,1,0,0,0,0,0,0,0,1,$1B , $5B (USD)
Research Data Analyst,<80000,data_analyst,2,University of California San Francisco,282.0,4.199999809265137,30.0,CA,,,Education and Schools,0,1,0,0,0,0,0,0,0,1,,
Data Analyst,<80000,data_analyst,4,eSpark,2.0,3.0,30.0,CA,,,,1,1,0,1,0,1,0,0,0,0,,
Data Analyst,<80000,data_analyst,1,Brown & Brown Insurance,,,30.0,CA,,,,0,1,0,0,0,0,0,0,0,0,,
"Data Analyst- Glendale, CA",<80000,data_analyst,5,Fidelity National Financial,576.0,3.799999952316284,6.0,CA,$1B to $5B (USD),"10,000+",Insurance,0,1,0,0,0,0,0,0,0,1,$1B , $5B (USD)
Data Analyst-HEDIS & Star,<80000,data_analyst,5,SCAN Health Plan,87.0,4.0,8.0,CA,,,Insurance,0,1,0,0,0,0,1,0,0,1,,
Civic Engagement Data Analyst,<80000,data_analyst,2,AltaMed,233.0,3.700000047683716,5.0,CA,,,Health Care,0,0,0,0,0,0,0,0,0,1,,
Data Analyst - Pharmacy,<80000,data_analyst,0,Keck Medical Center of USC,83.0,4.099999904632568,30.0,CA,,,Health Care,0,0,0,0,0,0,0,0,0,0,,
Data Analyst,<80000,data_analyst,5,Technicolor,1488.0,3.5,30.0,CA,,,,0,0,0,0,0,0,0,0,0,1,,
Business Data Analyst,<80000,data_analyst,2,Pinkerton,510.0,3.5999999046325684,12.0,CA,Less than $1B (USD),"Less than 10,000",Consulting and Business Services,0,1,0,0,0,0,0,0,0,1,Less than $1B (USD),
Research Data Analyst,<80000,data_analyst,0,University of California San Francisco,282.0,4.199999809265137,20.0,CA,,,Education and Schools,0,0,0,0,0,0,0,0,0,0,,
Data Analyst II,<80000,data_analyst,4,Centene,1134.0,3.299999952316284,19.0,CA,$5B to $10B (USD),"Less than 10,000",InsuranceHealth Care,0,1,0,0,0,0,0,0,0,1,$5B , $10B (USD)
QM Data Analyst,<80000,data_analyst,5,Alameda Health Consortium/Community Health Center Network,,,15.0,CA,,,,0,1,0,0,0,1,1,0,0,1,,
Data Analyst,<80000,data_analyst,5,thrivecausemetics.com,,,23.0,CA,,,,1,1,0,0,0,0,0,0,0,1,,
Research Data Analyst,<80000,data_analyst,0,University of California San Francisco,282.0,4.199999809265137,26.0,CA,,,Education and Schools,0,0,0,0,0,0,0,0,0,0,,
Data Analyst,<80000,data_analyst,3,Youth Policy Institute,,,29.0,CA,Less than $1B (USD),"Less than 10,000",Organization,0,0,0,1,0,1,0,0,0,1,Less than $1B (USD),
"Data Analyst - Python, SQL",<80000,data_analyst,3,Stanford University,530.0,4.300000190734863,29.0,CA,,"Less than 10,000",Education and Schools,1,1,0,0,0,0,0,0,0,1,,
"Data Analyst, Industry Insights",<80000,data_analyst,4,"TrueCar, Inc.",21.0,3.4000000953674316,22.0,CA,,,,0,1,0,0,0,1,0,0,0,1,,
Data Analyst - Content Team,<80000,data_analyst,2,Twitch,44.0,4.5,30.0,CA,,"Less than 10,000","Media, News and Publishing",0,1,0,0,0,0,0,0,0,1,,
Listings Data Analyst - Los Angeles,<80000,data_analyst,0,JLL,1887.0,3.799999952316284,7.0,CA,,"10,000+",Real Estate,0,0,0,0,0,0,0,0,0,0,,
"Consulting Data Analyst - Epidemiology, Bio-statistics, SAS,...",<80000,data_analyst,0,Kaiser Permanente,8164.0,4.199999809265137,8.0,CA,,"10,000+",Health Care,0,0,0,0,0,0,0,0,0,0,,
Media Data Analyst,<80000,data_analyst,4,Hylink Group,,,30.0,CA,,,,0,1,0,0,0,0,0,0,0,1,,
DATA ANALYST,<80000,data_analyst,0,Jamul Casino,,,30.0,CA,,,,0,0,0,0,0,0,0,0,0,0,,
Data Analyst,<80000,data_analyst,2,ipsy,4.0,4.0,30.0,CA,,,,0,1,0,0,0,1,0,0,0,0,,
Senior Data Analyst-Marketing,<80000,data_analyst,0,Kaiser Permanente,8164.0,4.199999809265137,30.0,CA,,"10,000+",Health Care,0,0,0,0,0,0,0,0,0,0,,
"Data Analyst, Key Accounts",<80000,data_analyst,6,Snap Inc.,5.0,3.799999952316284,30.0,CA,,,,1,1,0,1,0,0,0,0,0,1,,
Data Analyst II,<80000,data_analyst,4,Centene,1134.0,3.299999952316284,23.0,CA,$5B to $10B (USD),"Less than 10,000",InsuranceHealth Care,0,1,0,0,0,0,0,0,0,1,$5B , $10B (USD)
Marketing Data Analyst,<80000,data_analyst,5,John Clements,,,14.0,CA,,,,0,0,0,0,0,0,0,0,0,1,,
Data Analyst - Client Site,<80000,data_analyst,3,Fragomen,113.0,3.299999952316284,5.0,CA,,"Less than 10,000",Consulting and Business Services,0,0,0,0,0,1,0,0,0,1,,
Data Analyst,<80000,data_analyst,3,"Child Care Resource Center – Chatsworth, CA",,,30.0,CA,,,,0,0,0,0,0,0,0,0,0,1,,
Planning Data Analyst 1,<80000,data_analyst,7,D&K Engineering,16.0,3.799999952316284,8.0,CA,,,,0,1,0,0,0,0,0,0,0,1,,
Data Analyst Intern Summer 2019,<80000,data_analyst,9,Axos Bank,,,28.0,CA,,,,1,1,0,1,0,0,1,0,1,1,,
Data Analyst 2,<80000,data_analyst,2,Stanford University,530.0,4.300000190734863,18.0,CA,,"Less than 10,000",Education and Schools,0,0,0,0,0,0,0,0,0,1,,
"Project and Data Analyst, Global Security and Resilience Ser...",<80000,data_analyst,3,Google,2641.0,4.300000190734863,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,0,1,0,0,0,0,0,0,0,1,More than $10B (USD),
Senior Data Analyst,<80000,data_analyst,2,Encompass Community Services,13.0,3.2000000476837163,30.0,CA,,,,0,1,0,0,0,0,0,0,0,1,,
"Marketing Specialist, Data Analyst",<80000,data_analyst,9,Orange County Transportation Authority,31.0,4.199999809265137,6.0,CA,,,Transport and Freight,0,0,0,0,0,1,0,0,0,1,,
Data Analyst II,<80000,data_analyst,4,Centene,1134.0,3.299999952316284,30.0,CA,$5B to $10B (USD),"Less than 10,000",InsuranceHealth Care,0,1,0,0,0,0,0,0,0,1,$5B , $10B (USD)
Sr. Administrative partner/JR Data Analyst,<80000,data_analyst,3,Vivo,1907.0,4.300000190734863,30.0,CA,,,,0,0,0,0,0,0,0,0,0,1,,
Quality Incentive Programs Data Analyst,<80000,data_analyst,6,Healdsburg District Hospital,32.0,3.2000000476837163,18.0,CA,,,Health Care,0,1,0,0,0,0,0,0,0,1,,
Customer Data Analyst,<80000,data_analyst,2,Logitech,97.0,4.0,30.0,CA,$1B to $5B (USD),"Less than 10,000",Industrial Manufacturing,0,0,0,0,0,0,0,0,0,1,$1B , $5B (USD)
Business Intelligence Data Analyst,<80000,data_analyst,4,Healthline Media,22.0,3.799999952316284,25.0,CA,,"Less than 10,000",Computers and Electronics,1,1,0,0,0,1,0,0,0,1,,
"Senior Data Analyst, Marketing",<80000,data_analyst,0,Kaiser Permanente,8164.0,4.199999809265137,26.0,CA,,"10,000+",Health Care,0,0,0,0,0,0,0,0,0,0,,
"Manager, Data Analyst",<80000,data_analyst,3,Bird Rides Inc.,5.0,4.599999904632568,30.0,CA,,,Transport and Freight,1,1,0,1,0,0,0,0,0,0,,
Listings Data Analyst,<80000,data_analyst,0,JLL,1887.0,3.799999952316284,28.0,CA,,"10,000+",Real Estate,0,0,0,0,0,0,0,0,0,0,,
Marketing Data Analyst,<80000,data_analyst,11,thoughtmatrix,,,30.0,CA,,,,0,1,0,0,0,1,0,0,0,1,,
Data Analyst/Program Coordinator- Full,<80000,data_analyst,3,AHMC Healthcare Inc,,,30.0,CA,,,,0,1,0,0,0,0,0,0,0,1,,
Data Analyst,<80000,data_analyst,1,PowerSchool,24.0,3.2000000476837163,30.0,CA,,"Less than 10,000",Internet and Software,0,0,0,0,0,0,0,0,0,1,,
Compliance Data Analyst,<80000,data_analyst,4,Ensign Services,174.0,2.799999952316284,30.0,CA,,"10,000+",Health Care,1,1,0,0,0,0,0,0,0,1,,
"HR Reporting and Data Analyst , CSS HR/APS -",<80000,data_analyst,1,University of California Berkeley,263.0,4.099999904632568,7.0,CA,,,Education and Schools,0,0,0,0,0,0,0,0,0,1,,
"Data Analyst, Quality Built-In",<80000,data_analyst,3,Children's Hospital & Research Center Oakland,7.0,3.299999952316284,30.0,CA,,,Health Care,0,0,0,0,0,0,0,0,0,1,,
Active Directory Data Analyst,<80000,data_analyst,8,Advantage Solutions,1985.0,3.5,16.0,CA,More than $10B (USD),"10,000+",Retail,0,1,0,0,0,0,0,0,0,1,More than $10B (USD),
Health Data Analyst - Experienced,<80000,data_analyst,6,Blue Shield of California,542.0,3.5999999046325684,21.0,CA,More than $10B (USD),"Less than 10,000",Health Care,1,1,0,1,0,0,1,0,0,1,More than $10B (USD),
Marketing Data Analyst,<80000,data_analyst,11,Rauxa,12.0,3.5,27.0,CA,,,,0,1,0,0,0,1,0,0,0,1,,
Health Data Analyst - Experienced,<80000,data_analyst,6,Blue Shield of California,542.0,3.5999999046325684,20.0,CA,More than $10B (USD),"Less than 10,000",Health Care,1,1,0,1,0,0,1,0,0,1,More than $10B (USD),
Python Programmer & Data Analyst Administrator,<80000,data_analyst,6,"Nordic Naturals, Inc.",21.0,3.9000000953674316,30.0,CA,,,,1,1,0,0,0,1,0,0,0,1,,
Senior Data Analyst,<80000,data_analyst,4,Molina Healthcare,922.0,3.4000000953674316,13.0,CA,More than $10B (USD),"10,000+",Insurance,0,1,0,0,0,0,0,0,0,1,More than $10B (USD),
Medical Systems Data Analyst,<80000,data_analyst,5,Epic Care,19.0,2.5,26.0,CA,,,,0,1,0,0,0,1,0,0,0,1,,
"Consulting Data Analyst - Epidemiology, Bio-statistics, SAS,...",<80000,data_analyst,0,Kaiser Permanente,8164.0,4.199999809265137,30.0,CA,,"10,000+",Health Care,0,0,0,0,0,0,0,0,0,0,,
Business Data Analyst,<80000,data_analyst,4,Freedom Financial Network,142.0,3.5999999046325684,30.0,CA,,"Less than 10,000",Banks and Financial Services,0,1,0,0,0,1,0,0,0,1,,
Research Data Analyst,<80000,data_analyst,2,Stanford University,530.0,4.300000190734863,29.0,CA,,"Less than 10,000",Education and Schools,0,0,1,0,0,0,0,0,0,1,,
Fair Lending Data Analyst,<80000,data_analyst,2,First Republic Bank,131.0,4.0,30.0,CA,,,,0,0,0,0,0,0,0,0,0,1,,
Business Intelligence Data Analyst - College Graduate CSO I...,<80000,data_analyst,1,Parker Hannifin Corporation,1888.0,3.9000000953674316,14.0,CA,More than $10B (USD),"10,000+",Industrial Manufacturing,0,0,0,0,0,0,0,0,0,1,More than $10B (USD),
"Data Analyst (SQL, Excel, Data Analysis)",<80000,data_analyst,6,Jobspring Partners,31.0,3.700000047683716,4.0,CA,,,Human Resources and Staffing,0,1,0,0,0,0,0,0,0,1,,
Sr Data Analyst,<80000,data_analyst,3,Cymer,77.0,3.5999999046325684,30.0,CA,,"Less than 10,000",Industrial Manufacturing,0,0,0,0,0,0,0,0,0,1,,
Data Analyst,80000-99999,data_analyst,1,Scaleapi,,,3.0,CA,,,,0,1,0,0,0,0,0,0,0,0,,
Data Analyst I,80000-99999,data_analyst,7,Bio-Rad,281.0,3.700000047683716,1.0,CA,$1B to $5B (USD),"Less than 10,000",Industrial Manufacturing,1,1,0,1,0,1,0,0,0,1,$1B , $5B (USD)
Data Analyst,80000-99999,data_analyst,6,Ace Technologies,16.0,4.099999904632568,2.0,CA,,,Internet and Software,1,1,0,1,0,1,0,0,0,1,,
Summer 2019 Intern - Data Analytics Analyst,80000-99999,data_analyst,8,Salesforce,417.0,4.199999809265137,1.0,CA,,"10,000+",Internet and Software,1,1,0,1,0,1,0,0,0,1,,
HR Data Analyst,80000-99999,data_analyst,1,Creative Arts Agency (CAA),53.0,4.0,7.0,CA,,,"Media, News and Publishing",0,0,0,0,0,1,0,0,0,0,,
Data Analyst,80000-99999,data_analyst,3,Ace Technologies,16.0,4.099999904632568,5.0,CA,,,Internet and Software,1,1,0,0,0,1,0,0,0,0,,
Data Analyst - HRA,80000-99999,data_analyst,6,SCAN Health Plan,87.0,4.0,1.0,CA,,,Insurance,1,1,0,1,0,0,1,0,0,1,,
Data Analyst,80000-99999,data_analyst,6,Ace Technologies,16.0,4.099999904632568,7.0,CA,,,Internet and Software,1,1,0,1,0,1,0,0,0,1,,
Business Data Analyst,80000-99999,data_analyst,0,Pinkerton,510.0,3.5999999046325684,12.0,CA,Less than $1B (USD),"Less than 10,000",Consulting and Business Services,0,0,0,0,0,0,0,0,0,0,Less than $1B (USD),
Data Analyst,80000-99999,data_analyst,2,Chime,12.0,3.299999952316284,13.0,CA,,,,1,1,0,0,0,0,0,0,0,0,,
Data Analyst,80000-99999,data_analyst,4,Quinstreet,35.0,2.700000047683716,6.0,CA,,,,1,1,0,1,0,0,0,0,0,1,,
Senior Data Analyst,80000-99999,data_analyst,4,Cisco Meraki,10.0,4.400000095367432,1.0,CA,,"Less than 10,000",Internet and Software,1,1,0,1,0,0,0,0,0,1,,
Audience Data Analyst (PlayStation Vue) (Contract),80000-99999,data_analyst,3,Sony Interactive Entertainment PlayStation,34.0,3.5999999046325684,16.0,CA,,,Computers and Electronics,0,1,0,0,0,0,0,0,0,1,,
Data Analyst,80000-99999,data_analyst,3,ThirdLove,47.0,4.0,30.0,CA,,"Less than 10,000",Consumer Goods and Services,0,1,0,0,0,1,0,0,0,1,,
Healthcare Data Analyst I,80000-99999,data_analyst,7,Inland Empire Health Plan,99.0,3.5999999046325684,4.0,CA,,"Less than 10,000",Health Care,0,0,0,0,0,0,1,0,0,1,,
Data Analyst,80000-99999,data_analyst,4,Plastiq,,,30.0,CA,,,,1,1,0,0,0,0,0,0,0,1,,
Data Analyst,80000-99999,data_analyst,1,Grid Dynamics,2.0,3.5,27.0,CA,,,,0,1,0,0,0,0,0,0,0,0,,
Data Analyst,80000-99999,data_analyst,7,Cricket Health,,,30.0,CA,,,,1,1,0,1,0,1,1,0,0,1,,
Research Data Analyst,80000-99999,data_analyst,0,University of California San Francisco,282.0,4.199999809265137,7.0,CA,,,Education and Schools,0,0,0,0,0,0,0,0,0,0,,
Data Analyst,80000-99999,data_analyst,5,Scoot Networks,,,30.0,CA,,,,1,1,0,1,0,1,0,0,0,1,,
Data Analyst University Grad,80000-99999,data_analyst,4,ViaSat,182.0,3.799999952316284,12.0,CA,$1B to $5B (USD),"Less than 10,000",Telecommunications,1,0,0,1,0,0,0,0,0,1,$1B , $5B (USD)
Business Intelligence and Data Analyst,80000-99999,data_analyst,0,NEURA,,,30.0,CA,,,,0,0,0,0,0,0,0,0,0,0,,
Data Analyst I,80000-99999,data_analyst,5,Techshed,,,19.0,CA,,,,1,1,0,1,0,0,0,0,0,1,,
Global Security Data Analyst,80000-99999,data_analyst,0,Tesla,,,14.0,CA,,"10,000+",Industrial Manufacturing,0,0,0,0,0,0,0,0,0,0,,
Data Analyst - Predictive Modeler,80000-99999,data_analyst,7,Zeta Global,15.0,3.0,3.0,CA,,,,1,0,1,1,0,1,1,0,0,1,,
Data Analyst,80000-99999,data_analyst,3,Leadsmarket.com LLC,,,30.0,CA,,,,1,1,1,0,0,0,0,0,0,0,,
"Consulting Data Analyst - SQL, SAS, R",80000-99999,data_analyst,0,Kaiser Permanente,8164.0,4.199999809265137,30.0,CA,,"10,000+",Health Care,0,0,0,0,0,0,0,0,0,0,,
Data Analyst,80000-99999,data_analyst,3,Fullscreen Media,33.0,4.199999809265137,30.0,CA,,,,0,1,0,0,0,1,0,0,0,1,,
Data Analyst,80000-99999,data_analyst,2,Dollar Shave Club,7.0,3.9000000953674316,30.0,CA,,"Less than 10,000",Consumer Goods and Services,0,1,0,0,0,1,0,0,0,0,,
Beta Data Analyst,80000-99999,data_analyst,7,Ring Inc.,,,8.0,CA,,,,1,1,0,1,0,1,0,0,0,1,,
Data Analyst,80000-99999,data_analyst,5,Manage,,,12.0,CA,,,,1,1,0,1,1,1,0,0,0,0,,
Reverse Logistics Data Analyst,80000-99999,data_analyst,2,Google,2641.0,4.300000190734863,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,0,1,0,0,0,1,0,0,0,0,More than $10B (USD),
Grievance and Appeals Data Analyst,80000-99999,data_analyst,3,Santa Clara Family Health Plan,17.0,3.9000000953674316,30.0,CA,$1B to $5B (USD),"Less than 10,000",Government,0,1,0,1,0,0,0,0,0,1,$1B , $5B (USD)
Data Analyst,80000-99999,data_analyst,1,LimeBike,11.0,2.5999999046325684,30.0,CA,,"Less than 10,000",Consumer Goods and Services,0,1,0,0,0,0,0,0,0,0,,
Data Analyst - Predictive Modeler,80000-99999,data_analyst,7,Zeta Global,15.0,3.0,3.0,CA,,,,1,0,1,1,0,1,1,0,0,1,,
Data Analyst 3,80000-99999,data_analyst,3,Northrop Grumman,4327.0,4.0,6.0,CA,More than $10B (USD),"10,000+",Aerospace and Defense,0,0,0,0,0,0,0,0,0,1,More than $10B (USD),
Data Analyst,80000-99999,data_analyst,3,Lucky Day,3.0,4.300000190734863,29.0,CA,,,,0,1,0,0,0,1,0,0,0,1,,
Data Analyst,80000-99999,data_analyst,4,Doximity,2.0,5.0,30.0,CA,,,,1,1,1,0,0,0,0,1,0,0,,
Data Analyst Intern,80000-99999,data_analyst,10,Paypal,988.0,3.9000000953674316,30.0,CA,$5B to $10B (USD),"10,000+",Banks and Financial Services,1,1,0,1,0,1,1,0,1,1,$5B , $10B (USD)
Data Analyst - Operational Excellence,80000-99999,data_analyst,5,Twitch,44.0,4.5,30.0,CA,,"Less than 10,000","Media, News and Publishing",1,1,0,0,0,1,0,0,0,1,,
Data Analyst,80000-99999,data_analyst,3,Fullscreen,33.0,4.199999809265137,30.0,CA,,,,0,1,0,0,0,1,0,0,0,1,,
"Data Analyst, Users and Products",80000-99999,data_analyst,10,Google,2641.0,4.300000190734863,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,1,0,1,0,0,0,0,1,1,More than $10B (USD),
Data Analyst,80000-99999,data_analyst,6,Poll Everywhere,,,26.0,CA,,,,1,0,0,0,0,0,0,0,0,1,,
Data Analyst,80000-99999,data_analyst,6,GlassDoor,,,30.0,CA,$5B to $10B (USD),"10,000+","Restaurants, Travel and Leisure",1,1,0,0,1,0,0,0,0,1,$5B , $10B (USD)
Digital Data Analyst,80000-99999,data_analyst,2,Kaiser Permanente,8164.0,4.199999809265137,29.0,CA,,"10,000+",Health Care,0,0,0,0,0,0,1,0,0,1,,
Data Analyst,80000-99999,data_analyst,0,"Prospect Medical Holdings, Inc.",55.0,2.700000047683716,30.0,CA,,,,0,0,0,0,0,0,0,0,0,0,,
Data Analyst,80000-99999,data_analyst,0,Prospect Medical Systems,55.0,2.700000047683716,30.0,CA,,,,0,0,0,0,0,0,0,0,0,0,,
Sr. Data Analyst-Marketing,80000-99999,data_analyst,0,Kaiser Permanente,8164.0,4.199999809265137,25.0,CA,,"10,000+",Health Care,0,0,0,0,0,0,0,0,0,0,,
"Data Analyst, Early Stage Practice",80000-99999,data_analyst,3,Silicon Valley Bank,103.0,4.0,30.0,CA,,,,0,1,0,0,0,1,0,0,0,1,,
"Data Analyst, Vehicle Readiness",80000-99999,data_analyst,5,Tesla,1445.0,3.5999999046325684,14.0,CA,,"10,000+",Industrial Manufacturing,1,1,0,0,0,1,0,0,0,1,,
Data Analyst,80000-99999,data_analyst,5,Uber,641.0,3.799999952316284,30.0,CA,,"10,000+",Internet and Software,1,1,0,1,0,1,0,0,0,1,,
Data Analyst,80000-99999,data_analyst,7,RELX Group,494.0,3.799999952316284,30.0,CA,,,,1,1,0,1,0,1,0,1,0,1,,
Data Analyst Intern,80000-99999,data_analyst,3,Illumina,144.0,3.5999999046325684,18.0,CA,Less than $1B (USD),"Less than 10,000",Health Care,1,1,0,1,0,0,0,0,0,0,Less than $1B (USD),
Data Analyst,80000-99999,data_analyst,3,CONTINUUM,41.0,3.5,30.0,CA,Less than $1B (USD),"Less than 10,000",Consulting and Business Services,1,1,0,0,0,0,0,0,0,1,Less than $1B (USD),
