Job_Title,Queried_Salary,Job_Type,No_of_Skills,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Revenue,Company_Employees,Company_Industry,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,Revenue_low,Revenue_high
Data Analysis & Machine Learning Postdoctoral Researcher,<80000,data_scientist,5,Lawrence Livermore National Laboratory,111.0,4.300000190734863,2.0,CA,$1B to $5B (USD),"Less than 10,000",Government,1,0,1,0,0,0,0,0,0,1,$1B , $5B (USD)
Applied Machine Learning Scientist - Digital Imaging,<80000,data_scientist,8,Adobe,484.0,4.300000190734863,30.0,CA,$5B to $10B (USD),"10,000+",Internet and Software,0,0,1,0,0,0,0,0,0,1,$5B , $10B (USD)
"Google AI Resident, 2019 Start (Fixed-Term Employee)",<80000,data_scientist,0,Google,2641.0,4.300000190734863,21.0,CA,More than $10B (USD),"10,000+",Internet and Software,0,0,0,0,0,0,0,0,0,0,More than $10B (USD),
Machine Learning Intern (Summer 2019),<80000,data_scientist,4,Splunk,30.0,4.300000190734863,30.0,CA,,"Less than 10,000",Internet and Software,0,0,1,0,0,0,0,0,0,1,,
Machine Learning,<80000,data_scientist,5,Twitter,63.0,3.9000000953674316,30.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,0,0,1,0,1,0,0,1,0,1,$1B , $5B (USD)
Temporary Content Developer - Machine Learning,<80000,data_scientist,3,iD Tech,39.0,4.5,1.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
Machine Learning Researcher SAN FRANCISCOMEMBER OF TECHNICAL...,<80000,data_scientist,2,OpenAI,,,18.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
Data Scientist,80000-99999,data_scientist,0,University of California San Francisco,282.0,4.199999809265137,30.0,CA,,,Education and Schools,0,0,0,0,0,0,0,0,0,0,,
Data Scientist,80000-99999,data_scientist,6,Lawrence Berkeley National Laboratory,130.0,4.199999809265137,7.0,CA,,,Government,1,0,0,0,0,0,0,0,1,1,,
Intern - Data Scientist,80000-99999,data_scientist,5,Palo Alto Networks,56.0,4.099999904632568,30.0,CA,,"Less than 10,000",Internet and Software,0,0,1,0,1,0,0,1,0,1,,
Principal Deep Learning Data Scientist,80000-99999,data_scientist,2,Teradata,145.0,3.799999952316284,1.0,CA,$1B to $5B (USD),"10,000+",Internet and Software,0,0,1,0,0,0,0,0,0,1,$1B , $5B (USD)
Junior Data Scientist,80000-99999,data_scientist,6,Achievement Network (ANet),,,30.0,CA,,,,1,1,1,1,0,0,0,0,0,1,,
Data Scientist - Generalist,80000-99999,data_scientist,4,Beyond Limits,6.0,4.0,30.0,CA,,,,1,0,0,0,0,0,0,0,1,1,,
Senior Associate Data Scientist,80000-99999,data_scientist,6,Amgen,1086.0,4.099999904632568,30.0,CA,More than $10B (USD),"10,000+",Health Care,1,1,1,1,0,0,0,0,0,1,More than $10B (USD),
Data Scientist for Autonomous Systems,80000-99999,data_scientist,7,Intel,3826.0,4.099999904632568,30.0,CA,More than $10B (USD),"10,000+",Computers and Electronics,1,0,1,1,0,0,0,0,0,1,More than $10B (USD),
Statistician (Data Scientist),80000-99999,data_scientist,9,Department of Veterans Affairs,4615.0,3.9000000953674316,30.0,CA,,"10,000+",Health Care,1,1,1,1,0,0,0,0,1,1,,
"Scientist, Data (Machine Learning)",80000-99999,data_scientist,2,Universities Space Research Association,11.0,4.300000190734863,19.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
Data Scientist III,80000-99999,data_scientist,9,Central California Alliance for Health,21.0,3.9000000953674316,30.0,CA,Less than $1B (USD),"Less than 10,000",Health Care,1,1,0,0,0,1,1,0,0,1,Less than $1B (USD),
"Scientist, Machine Learning",80000-99999,data_scientist,1,RubrYc Therapeutics,,,28.0,CA,,,,0,0,1,0,0,0,0,0,0,0,,
"Data Science and Machine Learning, 2019 Undergraduate Intern...",80000-99999,data_scientist,9,The Aerospace Corporation,91.0,4.0,13.0,CA,,,Aerospace and Defense,1,0,1,0,0,0,0,0,0,1,,
"Data Science and Machine Learning, 2019 Undergraduate Intern",80000-99999,data_scientist,9,The Aerospace Corporation,91.0,4.0,20.0,CA,,,Aerospace and Defense,1,0,1,0,0,0,0,0,0,1,,
Machine Learning Intern,80000-99999,data_scientist,9,Adobe,484.0,4.300000190734863,1.0,CA,$5B to $10B (USD),"10,000+",Internet and Software,1,0,1,0,1,0,0,0,0,1,$5B , $10B (USD)
"Data Science and Machine Learning, 2019 Graduate Intern",80000-99999,data_scientist,10,The Aerospace Corporation,91.0,4.0,20.0,CA,,,Aerospace and Defense,1,0,1,0,0,0,0,0,0,1,,
Machine Learning Evangelist,80000-99999,data_scientist,1,SigOpt,,,3.0,CA,,,,0,0,1,0,0,0,0,0,0,0,,
"Data Science and Machine Learning, 2019 Graduate Intern",80000-99999,data_scientist,12,The Aerospace Corporation,91.0,4.0,13.0,CA,,,Aerospace and Defense,1,0,1,0,0,0,0,0,0,1,,
AI Scientist - Machine Learning Focus,80000-99999,data_scientist,6,Electronic Arts,417.0,3.9000000953674316,30.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,0,1,0,0,1,0,0,1,0,1,$1B , $5B (USD)
Data Scientist (Full Time) - United States,100000-119999,data_scientist,11,Cisco Systems,4251.0,4.099999904632568,1.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,1,0,1,1,0,1,0,0,1,More than $10B (USD),
Data Scientist,100000-119999,data_scientist,1,TVG Network Betfair US,,,4.0,CA,,,,0,0,0,0,0,0,0,0,0,1,,
Junior Data Scientist,100000-119999,data_scientist,3,"CrossFit, Inc.",,,8.0,CA,,,,1,1,0,0,0,0,0,0,0,1,,
Data Scientist,100000-119999,data_scientist,0,Gayathri's Sandbox,,,30.0,CA,,,,0,0,0,0,0,0,0,0,0,0,,
Data Scientist,100000-119999,data_scientist,5,"Arable Labs, Inc.",,,17.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
Data Scientist,100000-119999,data_scientist,11,Zumper,3.0,4.300000190734863,8.0,CA,Less than $1B (USD),"Less than 10,000",Real Estate,1,1,1,1,0,0,0,0,0,1,Less than $1B (USD),
DATA SCIENTIST,100000-119999,data_scientist,7,Walmart,157456.0,3.5999999046325684,13.0,CA,More than $10B (USD),"10,000+",Retail,0,1,0,1,0,0,1,0,0,1,More than $10B (USD),
Data Scientist,100000-119999,data_scientist,6,Apeel Sciences,,,11.0,CA,,,,1,1,0,1,0,0,0,0,0,1,,
Data Scientist,100000-119999,data_scientist,10,Amgen,1086.0,4.099999904632568,6.0,CA,More than $10B (USD),"10,000+",Health Care,1,1,1,1,0,1,0,0,0,1,More than $10B (USD),
Data Scientist,100000-119999,data_scientist,3,Plaid,3.0,3.700000047683716,30.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
Senior Data Scientist,100000-119999,data_scientist,7,Netflix,421.0,3.9000000953674316,1.0,CA,,,Internet and Software,1,1,1,1,0,0,0,1,0,1,,
Data Scientist,100000-119999,data_scientist,1,TVG Network Betfair US,,,30.0,CA,,,,0,0,0,0,0,0,0,0,0,1,,
Predictive Analytics - Data Scientist,100000-119999,data_scientist,3,Kaiser Permanente,8164.0,4.199999809265137,16.0,CA,,"10,000+",Health Care,0,1,0,1,0,0,1,0,0,0,,
DATA SCIENTIST,100000-119999,data_scientist,7,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,0,1,0,1,0,0,1,0,0,1,,
Data Scientist,100000-119999,data_scientist,5,Formation,,,18.0,CA,,,,0,0,1,0,0,0,0,1,0,1,,
DATA SCIENTIST,100000-119999,data_scientist,7,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,0,1,0,1,0,0,1,0,0,1,More than $10B (USD),
Data Scientist,100000-119999,data_scientist,6,HotelTonight,6.0,3.799999952316284,30.0,CA,,,,1,1,0,1,0,0,0,1,0,1,,
Data Scientist,100000-119999,data_scientist,4,Crossover Health,2.0,3.5,30.0,CA,,,,1,0,0,0,0,1,0,0,0,1,,
Data Scientist,100000-119999,data_scientist,5,"Niantic, Inc.",,,30.0,CA,,,,0,1,1,1,0,0,0,0,0,1,,
Data Scientist,100000-119999,data_scientist,5,Niantic Labs,,,30.0,CA,,,,0,1,1,1,0,0,0,0,0,1,,
Data Scientist,100000-119999,data_scientist,18,Bold,6.0,3.5,19.0,CA,,,,1,1,1,1,1,0,0,1,1,1,,
Data Scientist,100000-119999,data_scientist,8,Yamaha,170.0,4.099999904632568,30.0,CA,Less than $1B (USD),"Less than 10,000",Industrial Manufacturing,1,1,1,1,0,0,1,0,0,1,Less than $1B (USD),
Data Scientist,100000-119999,data_scientist,5,Snap Inc.,5.0,3.799999952316284,30.0,CA,,,,1,1,0,1,0,0,0,0,0,1,,
DATA SCIENTIST,100000-119999,data_scientist,7,Walmart eCommerce,,,30.0,CA,,"Less than 10,000",Internet and Software,0,1,0,1,0,0,1,0,0,1,,
DATA SCIENTIST,100000-119999,data_scientist,7,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,0,1,0,1,0,0,1,0,0,1,More than $10B (USD),
Data Scientist,100000-119999,data_scientist,9,SAP,1791.0,4.300000190734863,12.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,0,1,0,0,0,0,0,1,1,More than $10B (USD),
Data Scientist 2,100000-119999,data_scientist,16,Northrop Grumman,4327.0,4.0,30.0,CA,More than $10B (USD),"10,000+",Aerospace and Defense,1,1,1,1,0,1,1,0,1,1,More than $10B (USD),
Marketing & Customer Insights – Data Scientist Intern,100000-119999,data_scientist,6,Adobe,484.0,4.300000190734863,29.0,CA,$5B to $10B (USD),"10,000+",Internet and Software,0,1,1,1,0,1,0,0,0,1,$5B , $10B (USD)
"Data Scientist, PhD University Graduate",100000-119999,data_scientist,7,Google,2641.0,4.300000190734863,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,0,0,1,0,0,1,0,0,1,More than $10B (USD),
Data Scientist,100000-119999,data_scientist,3,SAP,1791.0,4.300000190734863,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,0,0,1,0,0,0,0,0,0,1,More than $10B (USD),
Data Scientist,100000-119999,data_scientist,5,Paypal,988.0,3.9000000953674316,30.0,CA,$5B to $10B (USD),"10,000+",Banks and Financial Services,1,1,1,1,0,0,0,0,0,1,$5B , $10B (USD)
"Data Scientist, Product analytics",100000-119999,data_scientist,4,StubHub,129.0,4.0,18.0,CA,,,,1,1,0,0,0,1,0,0,0,1,,
Auction and Delivery Data Scientist,100000-119999,data_scientist,10,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,1,0,1,0,0,1,0,0,1,,
"Data Scientist, Data Center, Growth & Efficiency Analytics -...",100000-119999,data_scientist,11,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,1,1,1,0,1,0,0,1,1,,
"Data Scientist, Advanced Discovery",100000-119999,data_scientist,10,Nielsen,2066.0,3.799999952316284,6.0,CA,,"10,000+",Consulting and Business Services,1,1,1,0,1,0,0,1,0,1,,
Staff Data Scientist,100000-119999,data_scientist,8,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,1,0,1,0,0,0,1,0,1,,
Data Scientist III,100000-119999,data_scientist,12,Centene,1134.0,3.299999952316284,30.0,CA,$5B to $10B (USD),"Less than 10,000",InsuranceHealth Care,0,0,1,1,0,0,1,0,0,1,$5B , $10B (USD)
Data Scientist - Science Center,100000-119999,data_scientist,8,Ipsos North America,358.0,3.700000047683716,30.0,CA,$1B to $5B (USD),"Less than 10,000","Media, News and Publishing",1,1,1,1,0,0,0,0,0,1,$1B , $5B (USD)
Sr. Data Scientist,100000-119999,data_scientist,9,Medtronic,2788.0,4.0,9.0,CA,More than $10B (USD),"10,000+",Health Care,1,1,1,1,0,0,0,1,0,1,More than $10B (USD),
"Data Scientist, Product analytics",100000-119999,data_scientist,4,eBay Inc.,1531.0,4.0,18.0,CA,,"10,000+",Internet and Software,1,1,0,0,0,1,0,0,0,1,,
Data Scientist,100000-119999,data_scientist,14,Electronic Arts,417.0,3.9000000953674316,30.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,1,1,1,1,1,0,0,1,1,1,$1B , $5B (USD)
Data Scientist 2/3,100000-119999,data_scientist,11,Northrop Grumman,4327.0,4.0,30.0,CA,More than $10B (USD),"10,000+",Aerospace and Defense,0,1,0,1,0,1,0,0,0,1,More than $10B (USD),
Data Scientist,100000-119999,data_scientist,7,Thermo Fisher Scientific,2065.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Industrial Manufacturing,1,1,1,0,0,1,0,0,0,1,More than $10B (USD),
Data Scientist,100000-119999,data_scientist,19,BAIN & COMPANY,107.0,4.300000190734863,30.0,CA,,,Consulting and Business Services,1,1,1,1,1,1,1,1,0,1,,
Staff Data Scientist,100000-119999,data_scientist,8,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,1,0,1,0,0,0,1,0,1,More than $10B (USD),
Data Scientist 4,100000-119999,data_scientist,11,Northrop Grumman,4327.0,4.0,30.0,CA,More than $10B (USD),"10,000+",Aerospace and Defense,0,1,0,1,0,1,0,0,0,1,More than $10B (USD),
"Cross-Disciplinary Machine Learning Physical Scientist, X",100000-119999,data_scientist,4,Google,2641.0,4.300000190734863,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,0,1,0,0,0,0,0,0,1,More than $10B (USD),
Principal Data Scientist,100000-119999,data_scientist,3,Alion Science and Technology,192.0,3.5999999046325684,30.0,CA,Less than $1B (USD),"Less than 10,000",Internet and Software,0,0,1,0,0,0,0,0,0,1,Less than $1B (USD),
Principal Data Scientist,100000-119999,data_scientist,3,Alion Science and Technology,192.0,3.5999999046325684,30.0,CA,Less than $1B (USD),"Less than 10,000",Internet and Software,0,0,1,0,0,0,0,0,0,1,Less than $1B (USD),
Data Scientist (eCommerce),100000-119999,data_scientist,10,Electronic Arts,417.0,3.9000000953674316,30.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,1,1,1,1,0,1,0,1,1,1,$1B , $5B (USD)
"Senior Data Scientist, Research",100000-119999,data_scientist,7,Slack,7.0,3.4000000953674316,30.0,CA,,"Less than 10,000",Internet and Software,1,1,0,1,0,0,0,0,0,1,,
Senior Data Scientist,100000-119999,data_scientist,11,Dexcom,86.0,3.5999999046325684,30.0,CA,Less than $1B (USD),"Less than 10,000",Health Care,1,1,1,1,0,0,0,1,1,1,Less than $1B (USD),
Senior Data Scientist,100000-119999,data_scientist,11,DISH,4479.0,3.299999952316284,30.0,CA,More than $10B (USD),"10,000+","Media, News and Publishing",1,1,1,0,1,1,0,1,0,1,More than $10B (USD),
Sr. Data Scientist,100000-119999,data_scientist,10,Celgene,216.0,4.0,21.0,CA,$5B to $10B (USD),"Less than 10,000",Pharmaceuticals,1,0,0,1,0,0,0,0,1,1,$5B , $10B (USD)
Marketing Data Scientist,100000-119999,data_scientist,13,Drybar,160.0,3.4000000953674316,30.0,CA,,"Less than 10,000",Consumer Goods and Services,1,1,1,1,0,0,1,0,0,1,,
Software Developer (Data Scientist II),100000-119999,data_scientist,11,Bio-Rad,281.0,3.700000047683716,30.0,CA,$1B to $5B (USD),"Less than 10,000",Industrial Manufacturing,1,0,0,0,0,0,0,0,1,1,$1B , $5B (USD)
"Associate, Data Scientist, Healthcare",100000-119999,data_scientist,15,KPMG LLP,4776.0,4.0,30.0,CA,,,Consulting and Business Services,1,1,1,0,0,0,0,0,0,1,,
Data Scientist,100000-119999,data_scientist,5,Varian Medical Systems,183.0,3.9000000953674316,12.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
Sr. Pr. Data Scientist - Remote Working Available,100000-119999,data_scientist,8,Medtronic,2788.0,4.0,30.0,CA,More than $10B (USD),"10,000+",Health Care,1,1,1,1,0,0,0,1,0,1,More than $10B (USD),
"Data Scientist, Mid",100000-119999,data_scientist,15,Booz Allen Hamilton,1733.0,3.9000000953674316,30.0,CA,$5B to $10B (USD),"10,000+",Consulting and Business Services,1,0,1,1,1,1,0,0,1,1,$5B , $10B (USD)
Senior Data Scientist,100000-119999,data_scientist,4,Experian,330.0,4.300000190734863,30.0,CA,,,Internet and Software,0,1,0,1,0,0,1,0,0,1,,
Data Scientist,100000-119999,data_scientist,5,Jobspring Partners,31.0,3.700000047683716,13.0,CA,,,Human Resources and Staffing,1,1,0,1,0,1,0,0,0,1,,
Senior Marketing Data Scientist,100000-119999,data_scientist,12,Molekule,,,30.0,CA,,,,1,1,0,1,0,1,1,0,0,1,,
Senior Data Scientist,100000-119999,data_scientist,16,Cubic Corporation,379.0,3.799999952316284,30.0,CA,$1B to $5B (USD),"Less than 10,000",Government,1,1,1,1,1,1,0,0,0,1,$1B , $5B (USD)
Data Scientist Lead - Remote Opportunity,100000-119999,data_scientist,3,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,0,0,1,0,0,0,0,0,0,1,,
Data Scientist,100000-119999,data_scientist,2,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,1,0,1,0,0,0,0,0,0,0,,
Lead Data Scientist,100000-119999,data_scientist,3,Alion Science and Technology,192.0,3.5999999046325684,30.0,CA,Less than $1B (USD),"Less than 10,000",Internet and Software,0,0,1,0,0,0,0,0,0,1,Less than $1B (USD),
"Associate, Data Scientist, Financial Services",100000-119999,data_scientist,13,KPMG LLP,4776.0,4.0,18.0,CA,,,Consulting and Business Services,1,0,1,1,1,0,0,1,0,1,,
Senior Data Scientist,100000-119999,data_scientist,12,Lenovo,857.0,3.9000000953674316,30.0,CA,More than $10B (USD),"10,000+",Computers and Electronics,0,0,1,1,1,0,1,0,1,1,More than $10B (USD),
Senior Data Scientist,100000-119999,data_scientist,12,Lenovo,857.0,3.9000000953674316,30.0,CA,More than $10B (USD),"10,000+",Computers and Electronics,0,0,1,1,1,0,1,0,1,1,More than $10B (USD),
Sr. Data Scientist - REMOTE,100000-119999,data_scientist,4,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,0,1,1,1,0,1,0,0,0,0,,
Quantitative Researcher/ Data Scientist,100000-119999,data_scientist,5,Digital Promise,,,30.0,CA,,,,0,0,1,1,0,1,0,0,0,1,,
Senior Dashboard Data Scientist (1013609),100000-119999,data_scientist,9,California State University,878.0,4.400000095367432,30.0,CA,,"Less than 10,000",Education and Schools,1,1,0,1,0,0,1,0,0,1,,
Senior Data Scientist - REMOTE,100000-119999,data_scientist,4,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,0,1,1,1,0,1,0,0,0,0,,
Machine Learning/Deep Learning Scientist,100000-119999,data_scientist,6,DNAnexus,,,30.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
General - NLP Scientist,100000-119999,data_scientist,11,JD.com,8.0,4.300000190734863,30.0,CA,,,,1,0,1,0,1,0,0,1,1,1,,
"Data Scientist, Marketing - Ecommerce",100000-119999,data_scientist,3,Harnham,6.0,4.800000190734863,24.0,CA,,"Less than 10,000",Consulting and Business Services,1,1,1,0,0,0,0,0,0,0,,
Data Scientist - Modern Lifestyle Brand,100000-119999,data_scientist,5,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,1,1,1,1,0,1,0,0,0,0,,
Machine Learning Scientist,100000-119999,data_scientist,8,JD.com,8.0,4.300000190734863,30.0,CA,,,,1,0,1,1,1,0,0,1,0,1,,
Sr. Staff Data Scientist,100000-119999,data_scientist,17,Panasonic,179.0,3.700000047683716,19.0,CA,,,,1,1,0,1,1,0,0,1,0,1,,
Marketing Data Scientist - Contract to Hire,100000-119999,data_scientist,3,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,0,1,0,1,0,0,0,0,0,1,,
Data Scientist Lead - Remote Opportunity,100000-119999,data_scientist,4,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,0,0,1,0,0,0,0,0,0,1,,
Data Scientist - Global Retailer,100000-119999,data_scientist,7,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,1,1,1,1,0,1,0,0,0,1,,
"Data Scientist, Marketing - Ecommerce",100000-119999,data_scientist,3,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,1,1,1,0,0,0,0,0,0,0,,
Artificial Intelligence Research Scientist,100000-119999,data_scientist,3,Accenture,14987.0,4.0,30.0,CA,More than $10B (USD),"10,000+",Consulting and Business Services,0,0,1,0,0,0,0,0,0,1,More than $10B (USD),
"Sr. Associate, NLP, Data Scientist",100000-119999,data_scientist,16,KPMG LLP,4776.0,4.0,30.0,CA,,,Consulting and Business Services,1,1,1,0,0,0,0,0,0,1,,
Postdoctoral Research Staff Member (Data Scientist),100000-119999,data_scientist,6,Lawrence Livermore National Laboratory,111.0,4.300000190734863,2.0,CA,$1B to $5B (USD),"Less than 10,000",Government,1,0,1,0,0,0,0,0,0,1,$1B , $5B (USD)
Content Marketer - Data Science and Machine Learning,100000-119999,data_scientist,2,IBM,23472.0,3.9000000953674316,12.0,CA,,"10,000+",Consulting and Business Services,0,0,1,0,0,0,0,0,0,1,,
Machine Learning Scientist,100000-119999,data_scientist,6,System1 Biosciences,,,30.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
"Research Scientist, Machine Learning and Intelligence",100000-119999,data_scientist,7,Google,2641.0,4.300000190734863,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,0,1,0,0,0,0,0,0,1,More than $10B (USD),
Data Scientist University Grad,120000-139999,data_scientist,8,ViaSat,182.0,3.799999952316284,12.0,CA,$1B to $5B (USD),"Less than 10,000",Telecommunications,1,1,0,0,1,0,0,0,1,1,$1B , $5B (USD)
Data Scientist University Grad,120000-139999,data_scientist,11,ViaSat,182.0,3.799999952316284,12.0,CA,$1B to $5B (USD),"Less than 10,000",Telecommunications,1,0,1,1,0,0,0,0,1,1,$1B , $5B (USD)
"Data Scientist, Google Cloud, Revenue Acceleration",120000-139999,data_scientist,8,Google,2641.0,4.300000190734863,8.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,1,1,1,0,0,0,0,0,1,More than $10B (USD),
Data Scientist - Quip,120000-139999,data_scientist,2,Salesforce,417.0,4.199999809265137,1.0,CA,,"10,000+",Internet and Software,0,1,0,0,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,12,Oath Inc,33.0,3.9000000953674316,1.0,CA,,,Telecommunications,1,1,1,1,1,0,0,1,0,1,,
Data Scientist - Risk,120000-139999,data_scientist,6,Eventbrite,5.0,3.799999952316284,1.0,CA,,"Less than 10,000",Internet and Software,1,1,1,0,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,2,Arthur Lawrence,25.0,4.0,2.0,CA,,,Human Resources and Staffing,0,0,0,0,1,0,0,1,0,0,,
"Data Scientist, Cash App",120000-139999,data_scientist,8,Square,64.0,3.9000000953674316,14.0,CA,,"Less than 10,000",Banks and Financial Services,1,0,1,0,0,1,0,0,1,1,,
Data Scientist,120000-139999,data_scientist,15,Trimble Inc.,142.0,3.700000047683716,1.0,CA,Less than $1B (USD),"Less than 10,000",Internet and Software,1,0,1,1,1,0,1,1,1,1,Less than $1B (USD),
Data Scientist / ML Developer,120000-139999,data_scientist,6,Oracle,4361.0,3.9000000953674316,1.0,CA,More than $10B (USD),"10,000+",Internet and Software,0,0,1,1,0,0,1,0,1,1,More than $10B (USD),
Mass Spectrometry Data Scientist,120000-139999,data_scientist,0,Genedata,,,30.0,CA,,,,0,0,0,0,0,0,0,0,0,0,,
"Data Scientist, Seller",120000-139999,data_scientist,7,Square,64.0,3.9000000953674316,25.0,CA,,"Less than 10,000",Banks and Financial Services,1,1,1,0,0,0,0,0,0,1,,
New Graduate Data Scientist,120000-139999,data_scientist,11,Xylem,276.0,3.5999999046325684,30.0,CA,,,Industrial Manufacturing,1,1,1,1,1,0,0,1,1,1,,
Sr. Data Scientist,120000-139999,data_scientist,11,Zumper,3.0,4.300000190734863,1.0,CA,Less than $1B (USD),"Less than 10,000",Real Estate,1,1,1,1,0,0,0,0,0,1,Less than $1B (USD),
"Data Scientist, Junior",120000-139999,data_scientist,9,Booz Allen Hamilton,1733.0,3.9000000953674316,18.0,CA,$5B to $10B (USD),"10,000+",Consulting and Business Services,1,0,1,0,1,1,0,0,0,1,$5B , $10B (USD)
Data Scientist,120000-139999,data_scientist,14,Directly,2.0,5.0,8.0,CA,,"Less than 10,000",Internet and Software,1,1,1,0,1,0,0,1,0,1,,
Data Scientist,120000-139999,data_scientist,7,Tradesy,2.0,4.5,30.0,CA,,,,0,0,0,0,1,0,0,1,0,1,,
"Data Scientist, Global Premium Services",120000-139999,data_scientist,7,Google,2641.0,4.300000190734863,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,1,1,1,0,0,0,0,0,1,More than $10B (USD),
Data Scientist,120000-139999,data_scientist,3,University of California San Francisco,282.0,4.199999809265137,30.0,CA,,,Education and Schools,0,0,1,0,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,7,Snowflake Computing,3.0,4.300000190734863,30.0,CA,,,,1,1,0,1,0,0,0,1,0,1,,
Data Scientist,120000-139999,data_scientist,6,Vevo,,,30.0,CA,,,,1,1,0,0,1,0,0,1,0,1,,
Data Scientist,120000-139999,data_scientist,7,MachineZone,2.0,3.0,8.0,CA,,,,1,1,1,1,0,0,0,1,0,1,,
"Data Scientist, Infrastructure Strategy, Intern",120000-139999,data_scientist,9,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,1,1,1,1,0,0,0,1,1,,
"Data Scientist, Digital",120000-139999,data_scientist,16,"Williams-Sonoma, Inc.",1689.0,3.700000047683716,30.0,CA,,,,1,1,1,1,0,0,0,1,0,1,,
Data Scientist,120000-139999,data_scientist,12,Twitter,63.0,3.9000000953674316,14.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,1,1,1,0,0,0,0,1,1,1,$1B , $5B (USD)
Data Scientist,120000-139999,data_scientist,9,U.S. Bank,5986.0,3.700000047683716,27.0,CA,More than $10B (USD),"10,000+",Banks and Financial Services,1,1,0,1,1,0,1,0,0,1,More than $10B (USD),
Data Scientist,120000-139999,data_scientist,15,Trimble,142.0,3.700000047683716,7.0,CA,Less than $1B (USD),"Less than 10,000",Internet and Software,1,0,1,1,1,0,1,1,1,1,Less than $1B (USD),
Data Scientist,120000-139999,data_scientist,4,Clarivate Analytics,32.0,3.5999999046325684,30.0,CA,$1B to $5B (USD),"Less than 10,000",,0,0,1,0,0,0,0,0,1,1,$1B , $5B (USD)
Data Scientist,120000-139999,data_scientist,9,Bigfoot Biomedical,,,4.0,CA,,,,1,0,1,1,1,1,1,0,0,1,,
Data Scientist,120000-139999,data_scientist,3,Brightidea,2.0,4.5,30.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
Senior Data Scientist,120000-139999,data_scientist,14,Splunk,30.0,4.300000190734863,1.0,CA,,"Less than 10,000",Internet and Software,1,1,1,1,1,0,0,1,1,1,,
"Data Scientist, Ads and Commerce",120000-139999,data_scientist,7,Google,2641.0,4.300000190734863,12.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,0,0,1,0,0,1,0,0,1,More than $10B (USD),
Data Scientist,120000-139999,data_scientist,4,Microsoft,5178.0,4.199999809265137,21.0,CA,More than $10B (USD),"10,000+",Internet and Software,0,0,1,0,0,0,0,0,0,1,More than $10B (USD),
